Ford,Puma,2015,119527061,55950,E-85/Gasoline,Automatic,RKHAYSLJTVMK58474
Xpeng,P5,2020,149540181,53342,Compressed Natural Gas,Automatic,PVMKZXMRSHPE59625
Fiat,Tipo,2017,114776059,43408,Gasoline,CVT,E5CPE7YNXY0E08122
Kia,EV6,2010,194094060,39554,Gasoline Hybrid,Automatic,DPM69YRGJM0379832
Tesla,Model,2016,154377113,34696,Compressed Natural Gas,Automatic,3ANJV6YWCP0P94446
Volvo,XC60,2011,139560542,10702,Electric,Manual,9XCZPPRGJ0PS61025
Renault,Megane,2018,115553574,18874,Gasoline Hybrid,CVT,SK5P1JJVY50P90253
Lincoln,MKZ,2013,185422089,45910,Diesel,Automatic,EPPJJJPV93XW81739
Toyota,Yaris,2011,194453703,19973,Diesel,Automanual,SNKTPYAPVLNY17234
Volkswagen,ID.4,2014,193379878,27718,Gasoline,CVT,7MPNPPPRKPVP35639
Tesla,Model,2013,198604402,52972,E-85/Gasoline,CVT,A5PLPPTPLJVJ09861
Peugeot,508,2017,151473989,20621,Gasoline,CVT,JP61BJYPTGPJ58714
BMW,X1,2011,101775386,52410,Electric,Automanual,5VP9XPDNFPAP70253
Seat,Ibiza,2011,170586626,45965,Diesel,Automanual,9HJTGPJZYPMX84773
Ford,Puma,2011,128547986,56924,E-85/Gasoline,Automatic,EPEP0LP1LLSM30307
Buick,Enclave,2019,124371371,45854,Gasoline,CVT,4PGKP4PJP30P26544
Mazda,CX-3,2013,107310144,41948,Gasoline,Manual,PPP0GHYAUAPL81663
Kia,Ceed,2020,197298428,42490,Compressed Natural Gas,CVT,M5PD1CWBPSKX53682
Audi,A5,2015,180307735,42308,Gasoline,Manual,MPNSPKLVLC0250394
Honda,CR-V,2016,181310234,31097,Diesel,Manual,MJDS094K0U0389849
Honda,Odyssey,2017,121847674,12568,Diesel,Manual,PPDPDSGT4RPL74567
Citroën,C5,2018,110102632,54929,Compressed Natural Gas,CVT,SEXTZLSD9AD266856
Dacia,Spring,2014,136253421,36343,Diesel,Automanual,HAPJNJPPP7PP13114
Ford,Mustang,2011,175175162,19671,Compressed Natural Gas,Automatic,DJG0J5ZRP1PE13632
Volvo,C40,2015,154503617,33660,Compressed Natural Gas,Automatic,HPF9M0JDUZPH44348
Renault,Captur,2016,197851823,47954,Compressed Natural Gas,Automatic,8PZNDHKJJPEP04434
BMW,M5,2010,176386083,21639,Diesel,Automanual,PNLTJGRPRMPK63192
Volvo,XC40,2015,166339633,39169,Diesel,Automatic,PPV2RLEM4JNB93106
Fiat,Tipo,2016,188780846,30059,Compressed Natural Gas,Automanual,KMFKP1DXJNMD61821
Skoda,Enyaq,2016,198918768,21780,Diesel,Automanual,P9SP2PHWK5TP26852
Nio,ES6,2018,187193329,30493,Gasoline Hybrid,Automatic,VMDCP5XKPPPP23767
Mercedes-Benz,A-Class,2015,194121047,10632,Diesel,CVT,1LL1DRMNH0CN91875
Dodge,Charger,2010,182319252,23872,Gasoline,Automanual,LPU1PXJ45BPP43260
Mazda,CX-5,2014,191419592,39106,Ethanol,Manual,TCG24U3EBGP910296
BMW,X5,2018,100590325,10367,Gasoline Hybrid,Manual,ULGLLCPL6C0M15498
Kia,Picanto,2010,119286822,36025,E-85/Gasoline,Automanual,PGN2EUFLFXCL76250
Kia,Niro,2018,110068080,32762,Compressed Natural Gas,Automanual,SP3DEMPW7PJP04538
Renault,Zoe,2015,131052782,49568,Compressed Natural Gas,Manual,W7PPX8P67PND27832
Citroën,C5,2013,173960894,19363,Gasoline Hybrid,Automatic,5BMNP8Z0VPNR83207
Renault,Twingo,2013,120254773,15862,Gasoline,Automatic,2X1EUPKHMLZD27827
Tesla,Model,2011,112384004,19154,Gasoline Hybrid,Automatic,T8543P9YLGDZ97154
Chevy,Malibu,2014,133281028,15394,Diesel,Manual,U08U7R4P5MPP51868
Ford,Fiesta,2013,173492877,25658,Gasoline Hybrid,Automatic,DYJPMB3MB60P35715
Volvo,C40,2017,169284070,48727,E-85/Gasoline,Manual,ZJJP2FXPM8RY30999
Citroën,C4,2015,187069376,27804,Compressed Natural Gas,CVT,LH8C63BXPPML84000
Skoda,Enyaq,2020,126835498,53861,Diesel,Manual,BLPR8EJZRZ0P02109
Renault,Zoe,2015,126247767,12091,Gasoline Hybrid,Automanual,W80H3PL7EM0P82786
Volkswagen,Polo,2012,192327326,52649,Diesel,Automatic,NVPE3AXG7P0E56562
Lincoln,Navigator,2014,142638306,56544,Gasoline Hybrid,Automatic,PEYK5H3HU8PP89005
Dodge,Ram,2013,191685333,38443,Gasoline,CVT,NUL30M347P0M40411
BMW,X1,2018,182959375,14738,Diesel,CVT,LPWRPH0GPMYS89502
Citroën,C4,2020,134163253,17720,Gasoline,CVT,PPPCLEDPCX0N10745
Ford,F150,2012,127545438,21800,Diesel,Manual,7JNPPKPPWASM94852
Fiat,Tipo,2020,185904735,34941,Gasoline,Manual,2WGPWFAT3PMU68660
Hyundai,Tucson,2020,139661603,18391,Gasoline,Automatic,Y62PRTKPMJJF02858
Chevy,Malibu,2014,191185326,16116,Electric,Automatic,P81P9WH03B0J60142
Kia,Picanto,2010,196406017,59910,Compressed Natural Gas,Automanual,KVKZ2N0XPJGN73846
Renault,Zoe,2020,138697184,27138,Electric,Automanual,Z3EVP9PZK0LD20958
Seat,Ibiza,2018,151083078,26349,Compressed Natural Gas,CVT,LMAMMMK3KNLF79707
Dodge,Ram,2016,121550377,25099,E-85/Gasoline,Automanual,K0T35LM3P3DN96220
Lincoln,Navigator,2016,156171218,40311,Gasoline,Automatic,SUJPP1ENSNP977731
Fiat,Panda,2019,166147133,34317,E-85/Gasoline,Automanual,MB16TH8HPJPW72907
BMW,X1,2011,187064174,24386,Compressed Natural Gas,Automatic,GPMPBK38NNLP28093
Volkswagen,ID.4,2018,122712342,55070,Gasoline Hybrid,CVT,X7P0P9ELP3TN48083
Toyota,Camry,2020,174576826,34533,Gasoline Hybrid,Automanual,MP7UDNN7N2G499231
Fiat,Tipo,2015,131313024,18576,Gasoline Hybrid,CVT,ZGGWMNSP5PPP71854
Lincoln,MKS,2012,120354334,30534,Gasoline,Automatic,LXMZPM7FPPPD91949
Peugeot,308,2019,198133933,59204,Compressed Natural Gas,CVT,PHRP5Y1XEMJP03968
Chevy,Silverado,2011,129295973,44833,Diesel,CVT,UPP3PFNPNSGH55828
BMW,X3,2019,194974056,23658,Gasoline,Manual,LJ6UPET2PPWT81084
Dodge,Ram,2012,156391142,21779,Electric,Manual,MPV8YREPTA0N53348
Lincoln,MKZ,2013,157519771,37714,Gasoline,Automatic,RYKN3P2PAPSP24346
Opel,Astra,2011,159292776,17022,Gasoline Hybrid,Manual,LEM5PP5P9YSA82271
Citroën,C4,2010,160512577,19769,Diesel,Automanual,3WJNRPZ7DMLL61616
BMW,X5,2017,113461032,30511,Diesel,Automatic,PPKPF7WV6AVD94920
Volvo,V90,2010,194846207,28557,Compressed Natural Gas,CVT,YELLNBPP41P219545
Chevy,Silverado,2019,172660389,43392,Ethanol,Manual,RD6VPNPYFPXL08370
Dodge,Charger,2020,185843702,38363,Ethanol,Automanual,T7BSUREJPUC618245
Fiat,500,2010,161428510,25099,Ethanol,Manual,YMHMT9ZPP7ET72526
Toyota,Camry,2017,128734613,41991,Diesel,Automanual,1PWYJRPGDPPF96428
Skoda,Fabia,2014,144318444,46537,Ethanol,Automanual,E8GULFB1GL0546484
Honda,Civic,2016,159566438,19291,E-85/Gasoline,Manual,NP4VJ1VHBPEL54590
Dacia,Sandero,2020,197572378,43617,Gasoline,Automatic,2KMF8XSKPDW705503
Ford,Focus,2019,181082162,36325,E-85/Gasoline,CVT,PPXAAPAP7PUP03729
Audi,A7,2010,153978596,37075,Diesel,Automatic,4CNV4NLPPPEL74165
Honda,Odyssey,2019,193162229,14248,E-85/Gasoline,Automatic,5PKEJN73PG0P66769
Dacia,Duster,2016,128441870,36286,Gasoline,Manual,G0VAPRVGJDGP95847
Dacia,Sandero,2018,180297585,52417,Electric,CVT,CKPJP4PMLZ0540079
Nio,ET7,2011,125536555,57238,Gasoline Hybrid,Automanual,PK5LNAPKP6J895974
Opel,Mokka,2016,199174500,23785,Gasoline Hybrid,Automatic,JPPLXPHM75ZB84105
Nio,ES6,2018,154740557,13596,Diesel,Automatic,LN3HXAE2WLBT16880
Audi,A7,2011,134598316,17787,Gasoline,Automatic,PK2PYPLPX3LL52728
Tesla,Model,2017,118772921,40523,Ethanol,Automanual,X404RPKKP30327030
Kia,Sportage,2014,101870818,58660,Electric,CVT,HADPRHGFAALP05681
Xpeng,P5,2010,185018768,11741,Electric,Manual,P5896PLPEDPP11595
Opel,Mokka,2012,189438255,52435,Ethanol,Manual,P5PWPJZFUPJZ45095
Citroën,C4,2017,171708555,32840,Ethanol,Manual,71BBA8PYJHUA87645
Nio,ES7,2017,132057188,38350,Gasoline,CVT,P1NNKNBMX1VJ67185
Ford,Focus,2012,105289789,31989,E-85/Gasoline,Manual,VBSSPNLLRPJ363254
Mazda,MX-5,2012,156773033,33294,E-85/Gasoline,Automanual,SHP12PEUNPU408402
BMW,328i,2012,166542718,44598,Ethanol,Manual,PVN1AP09GPNN55100
Seat,Ibiza,2010,145529651,13096,Electric,Automatic,UP1PPPLALP0P22644
Ford,F150,2011,138800357,23973,Compressed Natural Gas,Automatic,HYNVYM3RJ0RP50697
Chevy,Camero,2015,165536228,33268,Gasoline Hybrid,Manual,KZWMMCZPS30T41833
Citroën,C3,2018,182891386,15751,E-85/Gasoline,Automatic,PN4PFJF8NU0653241
Dacia,Duster,2013,102526405,38620,E-85/Gasoline,Automanual,SNUPXKGP1HZS50464
BMW,X3,2015,150095884,13843,Electric,CVT,5PLW2PSRGA0P59609
Mazda,BT-50,2013,127063222,52750,Electric,Automanual,UJJP0R0PPPP541678
Xpeng,P5,2014,126390225,19061,Compressed Natural Gas,CVT,KPK7MMKPPJHU48468
Citroën,C4,2017,186529230,52910,Gasoline Hybrid,Manual,7PP6ZSPYFNPM75124
Renault,Megane,2016,186483758,56577,Compressed Natural Gas,Automanual,X9YN1XPPPVJM13776
Renault,Clio,2017,190293048,24053,Gasoline Hybrid,Automatic,PF1ZRHNY86H998416
Volkswagen,ID.4,2019,199489255,12587,Compressed Natural Gas,Automanual,GTPP46UBTSLF18740
Tesla,Model,2011,117673624,49761,Electric,Automanual,UKFMN9WBALUE46894
Dacia,Sandero,2017,166599424,33408,Gasoline Hybrid,CVT,BPAJPPGP8WNG91140
Fiat,500,2016,197807415,49409,E-85/Gasoline,Manual,WA04N0XASEJP63888
Skoda,Kodiaq,2013,164051987,23044,Diesel,Automatic,P6GPHCPNJPTC85614
Skoda,Fabia,2019,120623504,21564,E-85/Gasoline,Automanual,D78PPZPGBFPJ65337
Hyundai,i20,2011,183133940,25399,E-85/Gasoline,CVT,S2H63GE8KZMM10205
Dacia,Sandero,2014,102588649,38088,Electric,Automanual,V88WNSJ9XL0P46875
Dodge,Challenger,2015,130172614,24544,Gasoline,Automanual,8PMBGMUA3PPP87703
Volkswagen,Polo,2020,142877218,21101,Gasoline Hybrid,CVT,6PPE6PGXKRLM75779
Buick,Encore,2016,162490368,27527,Gasoline Hybrid,Manual,HP5JWF96SWM576117
Nissan,Versa,2017,124123874,39845,Compressed Natural Gas,CVT,EPP036PCKMLX26249
Xpeng,G3i,2014,176744172,40723,Electric,Manual,KPYPLY6LSAPP35457
Mazda,CX-30,2011,192419271,27674,Gasoline Hybrid,CVT,JDWD9PLPEAYJ13003
Kia,EV6,2013,137876896,12663,Compressed Natural Gas,Manual,LJP1KRBDU7FY72404
Volkswagen,Polo,2012,136363847,14866,Electric,Automatic,VPRPCMBXLS0V11776
Opel,Astra,2014,163057552,39985,Diesel,CVT,PYPPPPHBPNFP21759
Dodge,Durango,2014,187381341,34402,Gasoline Hybrid,CVT,LC4HPP8PW3XU31346
Ford,F150,2010,156009243,50727,Electric,CVT,34PSTPEPELLN54707
Hyundai,Tucson,2019,139800130,29372,Electric,Automanual,1P3JHPYNUP0S66834
Hyundai,Tucson,2015,104339909,58795,Diesel,Automanual,TKB6APY05LPX75161
Lincoln,MKX,2011,137194936,35574,Diesel,Automatic,KUKHGMCF2J0V07453
Skoda,Kodiaq,2015,163774979,38278,Ethanol,Manual,3X9P0RW0PPX119967
Mercedes-Benz,B-Class,2014,157658551,26466,Gasoline Hybrid,CVT,L9P50UP4JUDK62543
Ford,Mustang,2019,189865153,32065,E-85/Gasoline,Manual,KWPC8VPRLHHV31457
Volkswagen,ID.3,2011,180024952,46172,Gasoline Hybrid,Manual,KWHUPHTEP30C41521
BMW,M3,2010,145474305,10756,Compressed Natural Gas,Automatic,7PPZV1MUPSU557718
Citroën,C5,2017,155450933,48105,Diesel,Automatic,NU0N6MT4UAPP19052
Fiat,Panda,2017,163495756,48759,Gasoline,Automatic,G2PKYMDY45LP52828
Volvo,S90,2013,108653338,26488,Diesel,Manual,G3P6VPP9CPB557300
Tesla,Model,2012,126091216,57065,E-85/Gasoline,Automatic,4Z4PVDK291P494691
Nio,ES7,2017,170369840,17822,Diesel,Manual,UCP5EXPHAR0P95016
Skoda,Fabia,2015,174566489,19142,Electric,Automanual,MVPTZPPPPRME67221
Ford,Puma,2017,121376338,43307,E-85/Gasoline,Manual,N5PVLWCW8SMN26249
Buick,Riveria,2011,160740488,26434,Gasoline Hybrid,Automatic,UPDSZP4TNU0N53659
Mercedes-Benz,A-Class,2015,140256110,39901,E-85/Gasoline,CVT,Y5KGMNPELYPM34958
Dacia,Sandero,2015,131664371,26860,Ethanol,CVT,1XYXVK3SKBPP52420
Ford,Focus,2016,182515353,29010,Gasoline Hybrid,Manual,GXA1RPPTXSSM50159
Mazda,MX-5,2010,175368989,43743,Compressed Natural Gas,Automanual,JBKG3U9NPLPG77215
Mercedes-Benz,B-Class,2017,150106816,59065,Compressed Natural Gas,CVT,7GRNKCPCXVC512720
Mercedes-Benz,E-Class,2017,166318940,18862,Diesel,Manual,335EJMZP7PBU28570
Xpeng,G3i,2020,186123523,30948,Ethanol,Automanual,PUPMJNAU8B0T63003
Dodge,Charger,2019,107915560,30149,Diesel,Automanual,WPMAXZYSVN0F85046
Nio,ES8,2015,153548276,56192,Ethanol,Manual,MC7NFPR1P8RC65473
Peugeot,308,2013,123718257,55342,Diesel,Automanual,9KPPPP7G6HEM12484
Audi,A5,2010,176783444,24904,Ethanol,Automanual,JSV78EXEHVP147266
Lincoln,MKS,2010,192951782,28918,E-85/Gasoline,Automanual,7PAJT0KPHJPE16477
Kia,EV6,2018,172389640,42454,Compressed Natural Gas,Manual,YGYJDC2PPGWP27839
Mazda,MX-5,2019,120110418,38425,Diesel,Automatic,SCE07166PN0K98848
Lincoln,MKX,2018,195450195,47374,Compressed Natural Gas,Manual,05CY4PPE3PPP73928
Audi,A5,2017,136496767,24458,Diesel,CVT,8J9PJ1PPPWMK51799
Volvo,XC40,2013,127769761,11597,Gasoline,Manual,MHFLNH7RRU0M96180
Dodge,Durango,2016,174587712,25038,Ethanol,Automanual,FPDHPCPG04PB94364
Honda,Civic,2018,162362207,24663,Gasoline Hybrid,Manual,V94JF028P2HM14441
Buick,Encore,2014,110731914,24340,Gasoline,Automatic,GFLRH9PJN3YD31647
Nio,EP9,2018,174992316,45243,Compressed Natural Gas,Manual,HPZ8TAZVRLLP38510
Mazda,CX-30,2015,183950023,27416,Compressed Natural Gas,CVT,8MRW0MUCF10215075
Kia,Ceed,2020,116020545,39703,Ethanol,Automanual,PC1XN5PM9DVP06036
Opel,Corsa,2020,102285262,32362,Ethanol,Manual,4FRCMPUH3M0F46594
Hyundai,IONIQ,2015,152486052,56041,E-85/Gasoline,Automanual,FGPSCZZDWDNK90246
Volkswagen,ID.4,2017,191990558,24748,Diesel,Automanual,646PMGH5HCAW20627
Buick,Encore,2016,183822402,33682,Electric,Automanual,PPGK5JKZ7Z0N47816
Opel,Mokka,2014,142797899,26733,Compressed Natural Gas,Automatic,J5BA6P2PP5XC94586
Hyundai,i20,2011,170592804,57384,Diesel,CVT,CEXLDNYKLUYJ91070
Dacia,Sandero,2011,161797324,33688,Gasoline Hybrid,Automanual,VPTBKJP1PWKW00975
Volvo,V90,2018,178395262,55974,Gasoline,Automanual,HBF5FJUPYRP200814
Dacia,Duster,2015,172565370,14134,Electric,Manual,ARAXFWPZ87NT16359
Tesla,Roadster,2018,133748479,20599,Electric,Automanual,NWDWBBK9P0EG45960
Chevy,Silverado,2011,151978892,59650,Diesel,Automatic,RPVE8EUPG0PS93455
Skoda,Fabia,2013,107349624,38603,Gasoline Hybrid,Manual,MMVVKPP96BMU49802
Nio,EC6,2013,129168082,31647,Compressed Natural Gas,CVT,385BN35M1MUT25529
Kia,Niro,2015,138988958,38389,E-85/Gasoline,Automanual,X7XJKPW8K2DE17537
Kia,Niro,2012,139150708,55528,Diesel,Manual,NPVMPPZTAVTN16381
Fiat,Tipo,2018,183815663,35806,Gasoline Hybrid,Automatic,51P1PGPLP3LK48818
Volkswagen,ID.4,2012,157926285,42836,Gasoline,Automanual,73FHAPXPJ1KY81478
Nissan,Cube,2017,142046729,38590,Gasoline,CVT,568UKJ53PZDD09661
Opel,Astra,2014,187298386,24587,Ethanol,Manual,4NPL9PPPLPHP18468
Buick,Riveria,2019,120846065,11000,Ethanol,Automanual,AP0SJPJS53MH82561
Audi,A8,2011,128061353,37117,Electric,Automatic,PJ37XHPMLVNP88730
Tesla,Roadster,2010,136887577,12692,Ethanol,CVT,L1SADPMTCDJG37618
Dacia,Duster,2019,114251863,58097,Gasoline,Manual,335JFB6P2D0P55298
Dodge,Durango,2011,103638830,22779,Gasoline Hybrid,Manual,XPPC8TSNNGD964489
Chevy,Malibu,2011,147993138,39170,Compressed Natural Gas,Manual,SBNGMYPPPA0872847
Xpeng,G9,2013,173426413,39963,Electric,CVT,EMLGMPCWPPGF18658
Citroën,C5,2020,115838201,41580,Compressed Natural Gas,Manual,PSGJDZVZVPPC82340
Toyota,Prius,2019,102312336,23179,E-85/Gasoline,Manual,GAPKPJTXPYJD37147
Toyota,Yaris,2017,125923520,16778,Diesel,CVT,XEPSPA6PRPEV45263
Skoda,Kodiaq,2010,147240603,52526,Compressed Natural Gas,Manual,JPGPSZPPP3HP70083
Renault,Megane,2011,191120147,57679,Gasoline,Manual,6389TEPRPAK930145
Xpeng,G9,2016,113182729,32542,Electric,Automatic,1HPR3MRHH80P26499
Skoda,Fabia,2018,143655484,55010,Compressed Natural Gas,CVT,PVL6MAJFPHHJ55288
Mazda,BT-50,2012,114436393,55491,Diesel,Automatic,9PPP8DJML4PB49374
Chevy,Malibu,2014,102842959,54229,Gasoline Hybrid,CVT,16FPCFPD1LCP99300
Buick,Enclave,2013,124899757,29670,Gasoline,Automanual,NEPMPPPMT0A058193
Lincoln,MKX,2012,158853352,16875,Gasoline Hybrid,CVT,6P5GUBML99P923172
Skoda,Octavia,2013,115343548,26044,Compressed Natural Gas,Automanual,PV00MJ9PPEKM74624
Volvo,S90,2016,101077958,19668,Diesel,Automanual,T4HL23PPPL0T76772
Opel,Astra,2019,196157442,54426,Diesel,Automanual,P8PD9Z35USAF03964
Citroën,C5,2017,162410400,41456,Gasoline Hybrid,Automatic,EJPEDXHH0PUP33071
Mercedes-Benz,B-Class,2018,152891664,19623,Electric,Automanual,PSMPUGJPTK0347959
Fiat,500,2017,199705318,38267,Ethanol,Automanual,PYPS9CPL2MPH43151
Renault,Twingo,2018,194916501,50976,Compressed Natural Gas,Automatic,BCPHJPE6660J37855
Honda,CR-V,2012,164812379,57837,Gasoline,Automanual,GATNMP29PJ0P18427
Lincoln,MKZ,2019,103432233,26905,Ethanol,CVT,VZ2JPFLE9WJB13194
Buick,Verano,2010,154621590,56644,Electric,CVT,JT029NPP6Z0739411
Hyundai,i30,2012,156575950,40803,E-85/Gasoline,Automanual,X1TGPC7AKPDC56490
Volvo,C40,2011,182090998,31399,Compressed Natural Gas,Automanual,6DKSZPKMMRGN01053
Xpeng,G9,2014,193057609,39780,Gasoline Hybrid,Automanual,HZKXNV2KPPEM35846
Buick,Encore,2011,126910102,50026,E-85/Gasoline,Manual,BT67CS7VKFVH35989
Nissan,Juke,2020,153701637,53167,Ethanol,Manual,DPLPNPUP9RSB56127
Honda,Civic,2013,179487026,30340,Ethanol,Automanual,PBPM0LRAJKUG55375
Mazda,BT-50,2014,178268195,11449,Diesel,CVT,1EMLMZ94XPGG12143
Mazda,CX-9,2017,137990697,19474,Ethanol,Automanual,JK07RWVPP8PK42438
Chevy,Camero,2020,138440918,16472,E-85/Gasoline,CVT,JJ4PPPPUYCV073542
Skoda,Fabia,2015,183398396,35988,Electric,Automanual,PL9SERPLPZYY38097
Mercedes-Benz,B-Class,2011,172180046,33641,Gasoline,Manual,VJPPWJTLPTTZ79089
Dacia,Duster,2017,179650038,59604,Electric,Automatic,S68JK7XNP2HT38827
Nio,EC6,2011,193719475,50355,Diesel,Manual,PEL9M3LK2JTE45386
Nio,ES6,2018,108143341,51715,Electric,Manual,PTDP19DDAKPL16238
Honda,CR-V,2017,198232573,51126,Ethanol,Automanual,NAPHAGPUE5KS94523
Dacia,Duster,2010,177531949,41732,Ethanol,CVT,PPHFF60M1E0F10434
Mercedes-Benz,B-Class,2020,181088441,13817,Gasoline Hybrid,Automanual,HEP5FEPYPHPK69332
Chevy,Camero,2013,162602258,10946,Compressed Natural Gas,CVT,LPM2PP0DP8GY87792
Kia,Sportage,2017,170564846,33472,Diesel,Manual,Y34PKL0KMWBJ59436
Renault,Twingo,2019,104057063,22427,E-85/Gasoline,Manual,HHPPH9YEB4PJ31444
